0,1,2
"('25.92127', '86.79271', 'Madhipura', 'IN', 'Asia/Kolkata')","('18.51957', '73.85535', 'Pune', 'IN', 'Asia/Kolkata')","[('15.5439', '73.7553'), ('9.82564', '78.25795'), ('22.88783', '84.13864'), ('28.98002', '77.70636'), ('22.88783', '84.13864'), ('18.87813', '72.93924'), ('10.58806', '77.24779'), ('9.57046', '76.32756'), ('29.22254', '79.5286'), ('25.87498', '86.59611')]"
"('30.81383', '75.16878', 'Moga', 'IN', 'Asia/Kolkata')","('21.46527', '83.97573', 'Sambalpur', 'IN', 'Asia/Kolkata')","[('25.87498', '86.59611'), ('9.82564', '78.25795'), ('24.41288', '76.56719'), ('22.10194', '85.37752'), ('10.10649', '76.35484'), ('27.9247', '78.40102'), ('19.21667', '73.08333'), ('25.6439', '77.9129'), ('21.46527', '83.97573'), ('9.82564', '78.25795'), ('21.46527', '83.97573'), ('23.49668', '86.68363')]"
"('28.92694', '78.23456', 'Bachhraon', 'IN', 'Asia/Kolkata')","('23.07492', '88.28637', 'Pandua', 'IN', 'Asia/Kolkata')","[('17.54907', '82.85749'), ('19.30157', '72.85107'), ('25.92127', '86.79271'), ('25.13915', '73.06784'), ('19.30157', '72.85107'), ('25.66795', '85.83636'), ('31.28092', '74.85849'), ('10.10649', '76.35484'), ('21.59983', '71.21169')]"
"('26.44931', '91.61356', 'Rangia', 'IN', 'Asia/Kolkata')","('24.81757', '84.63445', 'Rafiganj', 'IN', 'Asia/Kolkata')","[('15.45144', '78.14797'), ('18.18158', '76.03889'), ('25.87498', '86.59611'), ('20.88197', '85.83334'), ('10.12268', '77.54372'), ('12.25282', '79.41727'), ('10.58806', '77.24779'), ('9.82564', '78.25795'), ('18.51957', '73.85535'), ('25.92127', '86.79271'), ('18.87813', '72.93924'), ('17.54907', '82.85749')]"
"('25.75728', '75.37991', 'Deoli', 'IN', 'Asia/Kolkata')","('29.21399', '78.95693', 'Kashipur', 'IN', 'Asia/Kolkata')","[('12.25282', '79.41727'), ('32.55531', '76.12647'), ('28.92694', '78.23456'), ('9.82564', '78.25795'), ('21.59983', '71.21169'), ('26.76628', '83.36889'), ('26.76628', '83.36889'), ('22.10194', '85.37752')]"
"('14.46693', '75.92694', 'Davangere', 'IN', 'Asia/Kolkata')","('21.53889', '71.57737', 'Gariadhar', 'IN', 'Asia/Kolkata')","[('25.92493', '73.66633'), ('25.92493', '73.66633'), ('23.18', '88.58'), ('26.32293', '91.00632'), ('30.81383', '75.16878'), ('25.87498', '86.59611'), ('22.19303', '88.18466'), ('15.45144', '78.14797'), ('26.2649', '81.54855')]"
"('18.87813', '72.93924', 'Uran', 'IN', 'Asia/Kolkata')","('12.04161', '75.35927', 'Talipparamba', 'IN', 'Asia/Kolkata')","[('24.41288', '76.56719'), ('17.54907', '82.85749'), ('19.21667', '73.08333'), ('25.75728', '75.37991'), ('22.4711', '88.1453'), ('22.4711', '88.1453'), ('25.49043', '85.94001'), ('15.73628', '75.96976'), ('22.19303', '88.18466'), ('22.10194', '85.37752'), ('14.46693', '75.92694')]"
"('18.51957', '73.85535', 'Pune', 'IN', 'Asia/Kolkata')","('22.19303', '88.18466', 'Diamond Harbour', 'IN', 'Asia/Kolkata')","[('11.12018', '76.11996'), ('28.71271', '77.656'), ('15.73628', '75.96976'), ('24.41288', '76.56719'), ('16.06213', '76.0586'), ('18.18158', '76.03889'), ('28.98002', '77.70636'), ('21.59983', '71.21169'), ('28.71271', '77.656'), ('25.66795', '85.83636'), ('20.88098', '75.11937')]"
"('28.92694', '78.23456', 'Bachhraon', 'IN', 'Asia/Kolkata')","('12.04161', '75.35927', 'Talipparamba', 'IN', 'Asia/Kolkata')","[('20.88197', '85.83334'), ('15.45144', '78.14797'), ('25.66795', '85.83636'), ('20.88197', '85.83334'), ('22.4711', '88.1453'), ('10.10649', '76.35484'), ('22.19303', '88.18466'), ('16.06213', '76.0586'), ('18.18158', '76.03889'), ('15.73628', '75.96976'), ('21.59983', '71.21169'), ('29.21399', '78.95693')]"
"('25.49043', '85.94001', 'Teghra', 'IN', 'Asia/Kolkata')","('29.22254', '79.5286', 'Haldwani', 'IN', 'Asia/Kolkata')","[('25.87498', '86.59611'), ('23.18', '88.58'), ('22.75218', '72.68533'), ('12.04161', '75.35927'), ('17.34769', '78.55757'), ('25.87498', '86.59611'), ('11.00599', '77.5609'), ('10.10649', '76.35484')]"
"('10.58806', '77.24779', 'Udumalaippettai', 'IN', 'Asia/Kolkata')","('25.13915', '73.06784', 'Sheoganj', 'IN', 'Asia/Kolkata')","[('9.82564', '78.25795'), ('25.13915', '73.06784'), ('24.81757', '84.63445'), ('12.95629', '78.27539'), ('24.05979', '77.40858'), ('21.46527', '83.97573'), ('20.88197', '85.83334'), ('29.22254', '79.5286'), ('15.73628', '75.96976'), ('16.06213', '76.0586'), ('9.57046', '76.32756')]"
"('15.5439', '73.7553', 'Calangute', 'IN', 'Asia/Kolkata')","('29.21399', '78.95693', 'Kashipur', 'IN', 'Asia/Kolkata')","[('11.50526', '77.23826'), ('12.04161', '75.35927'), ('21.53889', '71.57737'), ('25.75728', '75.37991'), ('32.55531', '76.12647'), ('22.10194', '85.37752'), ('9.57046', '76.32756'), ('25.66795', '85.83636'), ('26.11527', '86.59509'), ('33.37526', '74.3092'), ('26.76628', '83.36889'), ('28.92694', '78.23456')]"
"('25.13915', '73.06784', 'Sheoganj', 'IN', 'Asia/Kolkata')","('30.81383', '75.16878', 'Moga', 'IN', 'Asia/Kolkata')","[('14.46693', '75.92694'), ('23.1959', '86.51499'), ('19.30157', '72.85107'), ('12.25282', '79.41727'), ('21.53889', '71.57737'), ('34.08565', '74.80555'), ('14.46693', '75.92694'), ('21.34222', '71.30633'), ('11.50526', '77.23826'), ('24.81757', '84.63445'), ('25.92493', '73.66633'), ('20.88197', '85.83334')]"
"('9.82564', '78.25795', 'Tiruppuvanam', 'IN', 'Asia/Kolkata')","('25.87498', '86.59611', 'Saharsa', 'IN', 'Asia/Kolkata')","[('12.04161', '75.35927'), ('20.88197', '85.83334'), ('18.87813', '72.93924'), ('22.10194', '85.37752'), ('25.66795', '85.83636'), ('26.11527', '86.59509'), ('20.88197', '85.83334'), ('12.25282', '79.41727'), ('22.19303', '88.18466')]"
"('25.87498', '86.59611', 'Saharsa', 'IN', 'Asia/Kolkata')","('22.10194', '85.37752', 'Barbil', 'IN', 'Asia/Kolkata')","[('25.49043', '85.94001'), ('22.19303', '88.18466'), ('22.10194', '85.37752'), ('21.59983', '71.21169'), ('27.9247', '78.40102'), ('23.49668', '86.68363'), ('12.25282', '79.41727'), ('26.32293', '91.00632'), ('9.57046', '76.32756'), ('24.05979', '77.40858')]"
"('18.18158', '76.03889', 'Osmanabad', 'IN', 'Asia/Kolkata')","('18.87813', '72.93924', 'Uran', 'IN', 'Asia/Kolkata')","[('26.76628', '83.36889'), ('12.25282', '79.41727'), ('20.88098', '75.11937'), ('31.28092', '74.85849'), ('29.21399', '78.95693'), ('11.93381', '79.82979'), ('26.32293', '91.00632'), ('31.28092', '74.85849'), ('15.73628', '75.96976')]"
"('12.25282', '79.41727', 'Gingee', 'IN', 'Asia/Kolkata')","('19.30157', '72.85107', 'Bhayandar', 'IN', 'Asia/Kolkata')","[('18.87813', '72.93924'), ('30.81383', '75.16878'), ('29.21399', '78.95693'), ('25.13915', '73.06784'), ('27.9247', '78.40102'), ('15.73628', '75.96976'), ('27.9247', '78.40102'), ('9.57046', '76.32756'), ('21.46527', '83.97573'), ('12.25282', '79.41727'), ('26.11527', '86.59509')]"
"('26.76628', '83.36889', 'Gorakhpur', 'IN', 'Asia/Kolkata')","('25.92493', '73.66633', 'Sojat', 'IN', 'Asia/Kolkata')","[('10.10649', '76.35484'), ('25.92493', '73.66633'), ('14.46693', '75.92694'), ('25.87498', '86.59611'), ('17.54907', '82.85749'), ('33.37526', '74.3092'), ('24.81757', '84.63445'), ('12.25282', '79.41727'), ('29.22254', '79.5286'), ('27.9247', '78.40102')]"
"('25.87498', '86.59611', 'Saharsa', 'IN', 'Asia/Kolkata')","('22.88783', '84.13864', 'Jashpurnagar', 'IN', 'Asia/Kolkata')","[('25.92127', '86.79271'), ('20.88098', '75.11937'), ('26.44931', '91.61356'), ('12.04161', '75.35927'), ('21.59983', '71.21169'), ('24.81757', '84.63445'), ('14.62072', '74.83554'), ('27.9247', '78.40102'), ('17.54907', '82.85749'), ('21.46527', '83.97573'), ('22.4711', '88.1453'), ('28.71271', '77.656')]"
"('12.25282', '79.41727', 'Gingee', 'IN', 'Asia/Kolkata')","('28.98002', '77.70636', 'Meerut', 'IN', 'Asia/Kolkata')","[('27.9247', '78.40102'), ('27.9247', '78.40102'), ('14.46693', '75.92694'), ('19.30157', '72.85107'), ('25.6439', '77.9129'), ('25.87498', '86.59611'), ('20.88197', '85.83334'), ('10.10649', '76.35484')]"
"('25.6439', '77.9129', 'Narwar', 'IN', 'Asia/Kolkata')","('21.34222', '71.30633', 'Kundla', 'IN', 'Asia/Kolkata')","[('10.10649', '76.35484'), ('26.76628', '83.36889'), ('33.37526', '74.3092'), ('20.88098', '75.11937'), ('14.46693', '75.92694'), ('16.06213', '76.0586'), ('20.88197', '85.83334'), ('26.44931', '91.61356')]"
"('18.87813', '72.93924', 'Uran', 'IN', 'Asia/Kolkata')","('26.76628', '83.36889', 'Gorakhpur', 'IN', 'Asia/Kolkata')","[('21.53889', '71.57737'), ('25.87498', '86.59611'), ('30.81383', '75.16878'), ('25.13915', '73.06784'), ('21.59983', '71.21169'), ('14.46693', '75.92694'), ('12.04161', '75.35927'), ('14.62072', '74.83554'), ('16.06213', '76.0586')]"
"('17.34769', '78.55757', 'Lal Bahadur Nagar', 'IN', 'Asia/Kolkata')","('9.57046', '76.32756', 'Kalavoor', 'IN', 'Asia/Kolkata')","[('23.18', '88.58'), ('32.55531', '76.12647'), ('33.37526', '74.3092'), ('28.98002', '77.70636'), ('25.92493', '73.66633'), ('15.45144', '78.14797'), ('22.19303', '88.18466'), ('16.06213', '76.0586'), ('25.13915', '73.06784'), ('25.75728', '75.37991'), ('10.58806', '77.24779')]"
"('17.34769', '78.55757', 'Lal Bahadur Nagar', 'IN', 'Asia/Kolkata')","('24.05979', '77.40858', 'Leteri', 'IN', 'Asia/Kolkata')","[('10.58806', '77.24779'), ('18.18158', '76.03889'), ('34.08565', '74.80555'), ('28.92694', '78.23456'), ('25.13915', '73.06784'), ('21.46527', '83.97573'), ('30.21121', '74.4818'), ('14.46693', '75.92694'), ('12.95629', '78.27539')]"
"('23.49668', '86.68363', 'Adra', 'IN', 'Asia/Kolkata')","('25.92127', '86.79271', 'Madhipura', 'IN', 'Asia/Kolkata')","[('23.1959', '86.51499'), ('17.54907', '82.85749'), ('26.44931', '91.61356'), ('17.34769', '78.55757'), ('12.95629', '78.27539'), ('23.18', '88.58'), ('17.34769', '78.55757'), ('24.05979', '77.40858'), ('18.18158', '76.03889')]"
"('25.49043', '85.94001', 'Teghra', 'IN', 'Asia/Kolkata')","('28.92694', '78.23456', 'Bachhraon', 'IN', 'Asia/Kolkata')","[('9.57046', '76.32756'), ('12.04161', '75.35927'), ('11.12018', '76.11996'), ('15.5439', '73.7553'), ('25.87498', '86.59611'), ('24.41288', '76.56719'), ('9.82564', '78.25795'), ('18.51957', '73.85535'), ('19.21667', '73.08333'), ('12.1277', '78.15794'), ('21.59983', '71.21169')]"
"('15.73628', '75.96976', 'Gajendragarh', 'IN', 'Asia/Kolkata')","('17.54907', '82.85749', 'Elamanchili', 'IN', 'Asia/Kolkata')","[('15.73628', '75.96976'), ('10.10649', '76.35484'), ('30.21121', '74.4818'), ('11.50526', '77.23826'), ('11.50526', '77.23826'), ('25.6439', '77.9129'), ('23.07492', '88.28637'), ('28.92694', '78.23456'), ('24.41288', '76.56719'), ('20.88197', '85.83334')]"
"('23.18', '88.58', 'Aistala', 'IN', 'Asia/Kolkata')","('24.41288', '76.56719', 'Aklera', 'IN', 'Asia/Kolkata')","[('24.41288', '76.56719'), ('12.25282', '79.41727'), ('22.10194', '85.37752'), ('9.82564', '78.25795'), ('12.25282', '79.41727'), ('25.13915', '73.06784'), ('10.12268', '77.54372'), ('25.6439', '77.9129'), ('28.98002', '77.70636'), ('20.88098', '75.11937'), ('12.95629', '78.27539')]"
"('31.28092', '74.85849', 'Patti', 'IN', 'Asia/Kolkata')","('26.76628', '83.36889', 'Gorakhpur', 'IN', 'Asia/Kolkata')","[('23.1959', '86.51499'), ('23.49668', '86.68363'), ('12.95629', '78.27539'), ('16.06213', '76.0586'), ('25.66795', '85.83636'), ('20.88197', '85.83334'), ('15.45144', '78.14797'), ('23.18', '88.58')]"
"('18.51957', '73.85535', 'Pune', 'IN', 'Asia/Kolkata')","('24.81757', '84.63445', 'Rafiganj', 'IN', 'Asia/Kolkata')","[('12.04161', '75.35927'), ('23.49668', '86.68363'), ('18.51957', '73.85535'), ('30.81383', '75.16878'), ('25.49043', '85.94001'), ('11.50526', '77.23826'), ('26.44931', '91.61356'), ('32.55531', '76.12647'), ('25.92127', '86.79271'), ('18.87813', '72.93924'), ('12.04161', '75.35927')]"
"('25.75728', '75.37991', 'Deoli', 'IN', 'Asia/Kolkata')","('25.13915', '73.06784', 'Sheoganj', 'IN', 'Asia/Kolkata')","[('28.98002', '77.70636'), ('12.1277', '78.15794'), ('25.87498', '86.59611'), ('12.95629', '78.27539'), ('22.10194', '85.37752'), ('18.51957', '73.85535'), ('28.92694', '78.23456'), ('22.4711', '88.1453'), ('19.30157', '72.85107'), ('29.21399', '78.95693'), ('15.5439', '73.7553'), ('9.82564', '78.25795')]"
"('21.46527', '83.97573', 'Sambalpur', 'IN', 'Asia/Kolkata')","('23.18', '88.58', 'Aistala', 'IN', 'Asia/Kolkata')","[('10.10649', '76.35484'), ('29.22254', '79.5286'), ('21.59983', '71.21169'), ('20.88098', '75.11937'), ('20.88197', '85.83334'), ('11.50526', '77.23826'), ('19.21667', '73.08333'), ('23.18', '88.58'), ('22.4711', '88.1453'), ('25.92127', '86.79271')]"
"('21.34222', '71.30633', 'Kundla', 'IN', 'Asia/Kolkata')","('28.98002', '77.70636', 'Meerut', 'IN', 'Asia/Kolkata')","[('25.6439', '77.9129'), ('26.76628', '83.36889'), ('19.30157', '72.85107'), ('17.54907', '82.85749'), ('15.73628', '75.96976'), ('25.6439', '77.9129'), ('30.21121', '74.4818'), ('17.34769', '78.55757')]"
"('18.87813', '72.93924', 'Uran', 'IN', 'Asia/Kolkata')","('15.5439', '73.7553', 'Calangute', 'IN', 'Asia/Kolkata')","[('15.5439', '73.7553'), ('25.87498', '86.59611'), ('20.88098', '75.11937'), ('9.57046', '76.32756'), ('15.73628', '75.96976'), ('32.55531', '76.12647'), ('22.88783', '84.13864'), ('25.66795', '85.83636')]"
"('22.10194', '85.37752', 'Barbil', 'IN', 'Asia/Kolkata')","('12.25282', '79.41727', 'Gingee', 'IN', 'Asia/Kolkata')","[('12.25282', '79.41727'), ('11.12018', '76.11996'), ('34.08565', '74.80555'), ('19.30157', '72.85107'), ('21.59983', '71.21169'), ('26.2649', '81.54855'), ('11.93381', '79.82979'), ('22.10194', '85.37752'), ('26.32293', '91.00632'), ('15.5439', '73.7553'), ('15.45144', '78.14797')]"
"('26.76628', '83.36889', 'Gorakhpur', 'IN', 'Asia/Kolkata')","('22.88783', '84.13864', 'Jashpurnagar', 'IN', 'Asia/Kolkata')","[('18.87813', '72.93924'), ('25.87498', '86.59611'), ('26.11527', '86.59509'), ('21.59983', '71.21169'), ('10.58806', '77.24779'), ('21.59983', '71.21169'), ('22.19303', '88.18466'), ('30.21121', '74.4818'), ('26.44931', '91.61356')]"
"('17.54907', '82.85749', 'Elamanchili', 'IN', 'Asia/Kolkata')","('14.46693', '75.92694', 'Davangere', 'IN', 'Asia/Kolkata')","[('23.07492', '88.28637'), ('12.25282', '79.41727'), ('10.58806', '77.24779'), ('11.50526', '77.23826'), ('11.00599', '77.5609'), ('25.6439', '77.9129'), ('9.57046', '76.32756'), ('32.55531', '76.12647'), ('15.45144', '78.14797'), ('14.62072', '74.83554'), ('26.44931', '91.61356')]"
"('18.51957', '73.85535', 'Pune', 'IN', 'Asia/Kolkata')","('22.75218', '72.68533', 'Kheda', 'IN', 'Asia/Kolkata')","[('12.25282', '79.41727'), ('26.2649', '81.54855'), ('25.92493', '73.66633'), ('22.88783', '84.13864'), ('31.28092', '74.85849'), ('30.81383', '75.16878'), ('28.71271', '77.656'), ('29.22254', '79.5286'), ('25.92127', '86.79271'), ('10.12268', '77.54372'), ('22.4711', '88.1453')]"
"('9.57046', '76.32756', 'Kalavoor', 'IN', 'Asia/Kolkata')","('29.22254', '79.5286', 'Haldwani', 'IN', 'Asia/Kolkata')","[('15.5439', '73.7553'), ('23.18', '88.58'), ('23.1959', '86.51499'), ('26.11527', '86.59509'), ('11.93381', '79.82979'), ('14.62072', '74.83554'), ('22.4711', '88.1453'), ('11.00599', '77.5609'), ('24.41288', '76.56719')]"
"('24.05979', '77.40858', 'Leteri', 'IN', 'Asia/Kolkata')","('22.10194', '85.37752', 'Barbil', 'IN', 'Asia/Kolkata')","[('26.44931', '91.61356'), ('28.98002', '77.70636'), ('30.21121', '74.4818'), ('32.55531', '76.12647'), ('26.76628', '83.36889'), ('19.21667', '73.08333'), ('14.46693', '75.92694'), ('30.21121', '74.4818'), ('26.11527', '86.59509'), ('20.88197', '85.83334')]"
"('24.81757', '84.63445', 'Rafiganj', 'IN', 'Asia/Kolkata')","('15.73628', '75.96976', 'Gajendragarh', 'IN', 'Asia/Kolkata')","[('30.81383', '75.16878'), ('24.41288', '76.56719'), ('22.19303', '88.18466'), ('12.04161', '75.35927'), ('24.81757', '84.63445'), ('27.9247', '78.40102'), ('14.62072', '74.83554'), ('12.04161', '75.35927'), ('15.73628', '75.96976'), ('18.18158', '76.03889'), ('25.6439', '77.9129')]"
"('33.37526', '74.3092', 'Rajaori', 'IN', 'Asia/Kolkata')","('25.87498', '86.59611', 'Saharsa', 'IN', 'Asia/Kolkata')","[('19.21667', '73.08333'), ('25.75728', '75.37991'), ('20.88098', '75.11937'), ('26.44931', '91.61356'), ('10.12268', '77.54372'), ('18.87813', '72.93924'), ('25.92493', '73.66633'), ('21.34222', '71.30633'), ('12.1277', '78.15794'), ('21.46527', '83.97573')]"
"('21.53889', '71.57737', 'Gariadhar', 'IN', 'Asia/Kolkata')","('12.95629', '78.27539', 'Robertsonpet', 'IN', 'Asia/Kolkata')","[('10.10649', '76.35484'), ('11.93381', '79.82979'), ('18.18158', '76.03889'), ('27.9247', '78.40102'), ('18.18158', '76.03889'), ('24.81757', '84.63445'), ('25.92493', '73.66633'), ('12.25282', '79.41727'), ('14.46693', '75.92694'), ('22.10194', '85.37752')]"
"('29.21399', '78.95693', 'Kashipur', 'IN', 'Asia/Kolkata')","('23.1959', '86.51499', 'Kenda', 'IN', 'Asia/Kolkata')","[('26.44931', '91.61356'), ('34.08565', '74.80555'), ('26.32293', '91.00632'), ('12.25282', '79.41727'), ('25.49043', '85.94001'), ('23.49668', '86.68363'), ('22.75218', '72.68533'), ('26.2649', '81.54855'), ('12.04161', '75.35927'), ('12.04161', '75.35927'), ('25.66795', '85.83636')]"
"('17.54907', '82.85749', 'Elamanchili', 'IN', 'Asia/Kolkata')","('9.82564', '78.25795', 'Tiruppuvanam', 'IN', 'Asia/Kolkata')","[('22.4711', '88.1453'), ('21.46527', '83.97573'), ('25.13915', '73.06784'), ('18.51957', '73.85535'), ('28.98002', '77.70636'), ('9.57046', '76.32756'), ('19.30157', '72.85107'), ('12.25282', '79.41727'), ('10.58806', '77.24779'), ('22.10194', '85.37752')]"
"('23.1959', '86.51499', 'Kenda', 'IN', 'Asia/Kolkata')","('17.54907', '82.85749', 'Elamanchili', 'IN', 'Asia/Kolkata')","[('23.49668', '86.68363'), ('9.57046', '76.32756'), ('11.50526', '77.23826'), ('24.81757', '84.63445'), ('29.21399', '78.95693'), ('27.9247', '78.40102'), ('12.1277', '78.15794'), ('12.04161', '75.35927')]"
"('21.53889', '71.57737', 'Gariadhar', 'IN', 'Asia/Kolkata')","('21.34222', '71.30633', 'Kundla', 'IN', 'Asia/Kolkata')","[('28.71271', '77.656'), ('10.10649', '76.35484'), ('34.08565', '74.80555'), ('17.34769', '78.55757'), ('22.19303', '88.18466'), ('33.37526', '74.3092'), ('29.21399', '78.95693'), ('24.05979', '77.40858'), ('21.46527', '83.97573'), ('17.34769', '78.55757')]"
"('21.34222', '71.30633', 'Kundla', 'IN', 'Asia/Kolkata')","('25.87498', '86.59611', 'Saharsa', 'IN', 'Asia/Kolkata')","[('11.12018', '76.11996'), ('18.18158', '76.03889'), ('11.50526', '77.23826'), ('31.28092', '74.85849'), ('12.1277', '78.15794'), ('30.21121', '74.4818'), ('11.93381', '79.82979'), ('12.95629', '78.27539'), ('26.11527', '86.59509'), ('9.82564', '78.25795'), ('22.88783', '84.13864'), ('34.08565', '74.80555')]"
"('10.12268', '77.54372', 'Periyakulam', 'IN', 'Asia/Kolkata')","('25.92127', '86.79271', 'Madhipura', 'IN', 'Asia/Kolkata')","[('18.51957', '73.85535'), ('31.28092', '74.85849'), ('34.08565', '74.80555'), ('28.71271', '77.656'), ('33.37526', '74.3092'), ('18.18158', '76.03889'), ('12.25282', '79.41727'), ('22.10194', '85.37752'), ('34.08565', '74.80555'), ('32.55531', '76.12647')]"
"('25.66795', '85.83636', 'Dalsingh Sarai', 'IN', 'Asia/Kolkata')","('21.53889', '71.57737', 'Gariadhar', 'IN', 'Asia/Kolkata')","[('21.59983', '71.21169'), ('10.58806', '77.24779'), ('21.53889', '71.57737'), ('23.07492', '88.28637'), ('11.00599', '77.5609'), ('29.21399', '78.95693'), ('34.08565', '74.80555'), ('20.88197', '85.83334'), ('21.59983', '71.21169')]"
"('15.73628', '75.96976', 'Gajendragarh', 'IN', 'Asia/Kolkata')","('22.75218', '72.68533', 'Kheda', 'IN', 'Asia/Kolkata')","[('14.46693', '75.92694'), ('22.4711', '88.1453'), ('18.18158', '76.03889'), ('19.30157', '72.85107'), ('25.92127', '86.79271'), ('30.81383', '75.16878'), ('31.28092', '74.85849'), ('26.11527', '86.59509'), ('12.25282', '79.41727'), ('9.82564', '78.25795'), ('25.13915', '73.06784'), ('11.93381', '79.82979')]"
"('15.73628', '75.96976', 'Gajendragarh', 'IN', 'Asia/Kolkata')","('11.93381', '79.82979', 'Puducherry', 'IN', 'Asia/Kolkata')","[('15.73628', '75.96976'), ('18.18158', '76.03889'), ('23.07492', '88.28637'), ('22.75218', '72.68533'), ('23.18', '88.58'), ('15.73628', '75.96976'), ('22.88783', '84.13864'), ('11.50526', '77.23826'), ('11.50526', '77.23826'), ('17.34769', '78.55757'), ('22.19303', '88.18466'), ('33.37526', '74.3092')]"
"('26.32293', '91.00632', 'Barpeta', 'IN', 'Asia/Kolkata')","('26.76628', '83.36889', 'Gorakhpur', 'IN', 'Asia/Kolkata')","[('10.12268', '77.54372'), ('14.62072', '74.83554'), ('15.5439', '73.7553'), ('26.44931', '91.61356'), ('25.87498', '86.59611'), ('28.71271', '77.656'), ('29.21399', '78.95693'), ('14.62072', '74.83554'), ('11.00599', '77.5609'), ('11.50526', '77.23826'), ('15.73628', '75.96976'), ('9.82564', '78.25795')]"
"('15.73628', '75.96976', 'Gajendragarh', 'IN', 'Asia/Kolkata')","('18.51957', '73.85535', 'Pune', 'IN', 'Asia/Kolkata')","[('9.57046', '76.32756'), ('21.34222', '71.30633'), ('21.59983', '71.21169'), ('9.57046', '76.32756'), ('11.12018', '76.11996'), ('21.59983', '71.21169'), ('11.93381', '79.82979'), ('26.2649', '81.54855'), ('33.37526', '74.3092')]"
"('25.49043', '85.94001', 'Teghra', 'IN', 'Asia/Kolkata')","('21.53889', '71.57737', 'Gariadhar', 'IN', 'Asia/Kolkata')","[('25.87498', '86.59611'), ('23.07492', '88.28637'), ('22.19303', '88.18466'), ('30.21121', '74.4818'), ('18.18158', '76.03889'), ('9.57046', '76.32756'), ('34.08565', '74.80555'), ('23.1959', '86.51499'), ('12.25282', '79.41727')]"
"('22.75218', '72.68533', 'Kheda', 'IN', 'Asia/Kolkata')","('19.21667', '73.08333', 'Dombivli', 'IN', 'Asia/Kolkata')","[('33.37526', '74.3092'), ('11.00599', '77.5609'), ('25.87498', '86.59611'), ('22.4711', '88.1453'), ('20.88098', '75.11937'), ('28.92694', '78.23456'), ('27.9247', '78.40102'), ('15.5439', '73.7553')]"
"('21.46527', '83.97573', 'Sambalpur', 'IN', 'Asia/Kolkata')","('17.54907', '82.85749', 'Elamanchili', 'IN', 'Asia/Kolkata')","[('22.4711', '88.1453'), ('32.55531', '76.12647'), ('15.5439', '73.7553'), ('18.51957', '73.85535'), ('19.30157', '72.85107'), ('25.92127', '86.79271'), ('10.12268', '77.54372'), ('26.44931', '91.61356')]"
"('23.07492', '88.28637', 'Pandua', 'IN', 'Asia/Kolkata')","('18.87813', '72.93924', 'Uran', 'IN', 'Asia/Kolkata')","[('28.98002', '77.70636'), ('15.73628', '75.96976'), ('11.93381', '79.82979'), ('20.88098', '75.11937'), ('18.51957', '73.85535'), ('25.66795', '85.83636'), ('11.12018', '76.11996'), ('18.51957', '73.85535'), ('27.9247', '78.40102'), ('15.73628', '75.96976')]"
"('12.04161', '75.35927', 'Talipparamba', 'IN', 'Asia/Kolkata')","('17.54907', '82.85749', 'Elamanchili', 'IN', 'Asia/Kolkata')","[('19.21667', '73.08333'), ('20.88098', '75.11937'), ('24.41288', '76.56719'), ('30.81383', '75.16878'), ('32.55531', '76.12647'), ('16.06213', '76.0586'), ('25.13915', '73.06784'), ('21.53889', '71.57737'), ('10.12268', '77.54372'), ('25.92493', '73.66633'), ('34.08565', '74.80555'), ('10.12268', '77.54372')]"
"('26.44931', '91.61356', 'Rangia', 'IN', 'Asia/Kolkata')","('25.75728', '75.37991', 'Deoli', 'IN', 'Asia/Kolkata')","[('25.87498', '86.59611'), ('22.4711', '88.1453'), ('20.88197', '85.83334'), ('28.92694', '78.23456'), ('23.18', '88.58'), ('21.53889', '71.57737'), ('12.95629', '78.27539'), ('32.55531', '76.12647'), ('24.81757', '84.63445'), ('34.08565', '74.80555')]"
"('34.08565', '74.80555', 'Srinagar', 'IN', 'Asia/Kolkata')","('20.88098', '75.11937', 'Parola', 'IN', 'Asia/Kolkata')","[('20.88098', '75.11937'), ('14.62072', '74.83554'), ('30.21121', '74.4818'), ('28.92694', '78.23456'), ('32.55531', '76.12647'), ('27.9247', '78.40102'), ('26.32293', '91.00632'), ('25.13915', '73.06784'), ('26.11527', '86.59509'), ('34.08565', '74.80555'), ('11.12018', '76.11996'), ('29.21399', '78.95693')]"
"('22.75218', '72.68533', 'Kheda', 'IN', 'Asia/Kolkata')","('24.41288', '76.56719', 'Aklera', 'IN', 'Asia/Kolkata')","[('24.41288', '76.56719'), ('25.87498', '86.59611'), ('10.58806', '77.24779'), ('12.25282', '79.41727'), ('33.37526', '74.3092'), ('26.44931', '91.61356'), ('24.81757', '84.63445'), ('12.25282', '79.41727'), ('19.21667', '73.08333')]"
"('15.5439', '73.7553', 'Calangute', 'IN', 'Asia/Kolkata')","('21.53889', '71.57737', 'Gariadhar', 'IN', 'Asia/Kolkata')","[('30.21121', '74.4818'), ('17.54907', '82.85749'), ('10.12268', '77.54372'), ('25.6439', '77.9129'), ('25.66795', '85.83636'), ('10.12268', '77.54372'), ('34.08565', '74.80555'), ('23.18', '88.58')]"
